Distance host 0(m),Distance host 1(m),Distance host 2(m),Distance host 3(m),Distance host 4(m),Distance host 5(m),Distance host 6(m),Distance host 7(m),Distance host 8(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
17.7738,16.8827,16.9719,14.8531,20.035,21.3211,16.0152,12.9783,16.0696,114.258,91.0423,114.492,91.0659,
16.1329,15.0677,17.9573,16.2095,21.5158,17.1042,20.1537,13.0936,17.1694,114.549,90.9751,114.813,91.2342,
18.1045,15.315,16.3775,16.3312,13.1856,20.2547,17.3064,17.3079,21.7616,115.052,91.2249,115.09,91.3921,
17.4091,17.4295,16.4845,20.3402,15.5748,16.567,21.9333,18.3106,13.315,115.122,91.4328,115.365,91.5607,
22.056,18.4082,17.5617,13.3908,20.4391,15.8205,16.7437,16.6814,17.6621,115.412,91.7304,115.632,91.737,
20.5081,22.2479,17.6947,17.7816,18.5757,16.8139,16.05,16.9096,13.5116,115.64,91.8554,115.881,91.9123,
18.6775,17.9243,17.0192,22.4302,16.9495,17.8408,16.2618,13.5987,20.6161,115.902,91.9081,116.128,92.0979,
17.1631,17.9447,18.8307,13.675,17.0918,20.6812,22.6265,18.129,16.4985,116.258,92.276,116.385,92.3038,
18.9418,22.753,17.2154,18.25,20.7474,16.6724,13.7741,17.3502,18.1003,116.365,92.3238,116.611,92.4969,
19.0571,18.168,16.8309,13.8416,22.9146,20.8105,18.4053,17.3715,17.4914,116.632,92.6048,116.841,92.7058,
18.5032,17.4553,18.2816,17.0353,13.9267,17.5972,20.869,23.08,19.2113,116.966,92.6843,117.029,92.8875,
20.9021,17.6864,17.5651,13.9915,19.2874,17.2166,18.6589,18.4013,23.221,117.219,92.9656,117.252,93.1143,
14.06,19.3829,17.8204,20.961,17.4074,23.337,18.7923,18.5008,17.7237,117.291,93.2113,117.461,93.3414,
23.4423,19.4891,14.1426,21.0056,17.9573,18.9187,18.6009,17.8471,17.6587,117.469,93.5977,117.727,93.6522,
17.7951,14.2316,18.6922,21.0571,17.9582,18.118,19.0798,23.6512,19.6481,117.868,93.6375,117.914,93.8876,
17.9636,18.7714,23.7361,18.0537,19.719,18.2248,19.1906,21.0938,14.3197,117.917,93.8998,118.096,94.1308,
21.1123,23.8476,19.2789,14.3661,18.3266,19.8083,18.1835,18.8758,18.174,118.078,94.2541,118.269,94.3761,
19.8668,18.4085,18.9304,14.425,19.3913,18.2517,18.3428,21.142,23.9945,118.421,94.4756,118.445,94.6441,
18.4642,19.9536,19.4918,18.3382,14.4896,21.1583,24.0891,18.5402,19.0283,118.492,94.6326,118.608,94.9114,
18.6036,18.6309,18.4189,14.5407,24.1768,21.1703,19.0852,19.6072,20.0452,118.68,94.9142,118.743,95.146,
19.6647,24.2537,14.5879,18.7002,20.1021,19.1468,21.1778,18.8355,18.5294,118.724,95.323,118.937,95.513,
14.6456,19.7826,18.5943,20.1732,21.18,18.8136,24.3827,19.0071,19.2245,118.984,95.5944,119.068,95.785,
21.1775,18.6633,19.2606,19.8719,20.2325,14.7002,19.1365,18.8995,24.47,119.154,95.8863,119.181,96.0355,
18.9416,20.2708,19.9353,21.1698,18.7327,14.7375,19.3147,19.2756,24.5425,119.285,96.1588,119.309,96.348,
18.7886,20.0117,19.0247,19.3853,20.3298,19.3568,21.1532,14.7832,24.6137,119.403,96.4089,119.416,96.6314,
14.8066,20.3658,21.1388,24.6596,19.5202,19.1013,18.8641,20.0997,19.4009,119.434,96.6993,119.512,96.9139,
19.6196,24.7143,14.8427,19.1558,20.1525,19.4291,21.11,18.9223,20.4169,119.539,96.9406,119.608,97.2268,
14.8715,18.9584,19.4574,19.7656,21.0814,20.4457,20.2219,19.2284,24.7894,119.677,97.3169,119.694,97.546,
21.052,19.0101,19.2734,20.2726,14.9064,19.9103,19.4901,24.841,20.4803,119.751,97.6487,119.784,97.9334,
20.4973,19.059,19.3303,14.9328,24.8807,20.9939,20.3361,20.0447,19.5132,119.801,98.0411,119.837,98.204,
19.0888,19.3673,20.3679,20.1224,24.9123,14.952,20.5163,19.525,20.9437,119.854,98.3278,119.889,98.5162,
14.9643,20.9123,24.9382,20.5263,20.4079,20.2277,19.1272,19.5339,19.4141,119.893,98.6035,119.926,98.7823,
19.4325,14.9773,19.1468,19.5378,20.3115,20.5332,20.8488,24.9648,20.4442,119.958,98.9067,119.96,99.1029,
20.3856,14.9877,19.5391,24.9793,20.4677,20.5352,19.1722,20.7837,19.4726,119.954,99.2033,119.983,99.4155,
20.7405,24.9913,20.4818,19.4901,20.4908,14.9959,19.1887,19.5339,20.5314,119.979,99.4771,119.995,99.6904,
20.5442,19.5294,19.506,24.9979,14.9989,19.1989,20.5088,20.5245,20.6521,119.995,99.8185,120,99.9978,
24.9998,20.6052,19.5214,19.5157,20.5212,20.6382,20.5125,14.9994,19.2077,120.001,100.069,119.995,100.315,
20.5313,20.5296,24.9958,19.499,20.4971,14.997,20.7139,19.2103,19.5339,119.995,100.375,119.982,100.598,
20.7585,20.4803,20.4448,19.4774,19.5381,19.2092,24.9831,20.5349,14.9896,119.98,100.648,119.957,100.931,
19.4546,24.9717,19.2049,20.8333,20.5343,19.5387,20.4457,20.3298,14.9802,119.952,101.034,119.925,101.226,
20.8807,20.4223,14.9719,19.5354,20.5292,19.1933,19.415,20.2384,24.9429,119.901,101.32,119.887,101.5,
20.3928,14.9598,19.5286,19.1821,24.9238,20.938,19.3813,20.1465,20.5167,119.865,101.614,119.835,101.81,
14.9433,19.353,20.9784,20.506,19.5148,20.3427,19.1603,24.8852,20.038,119.797,101.962,119.775,102.11,
21.018,20.4892,19.9651,14.9196,19.3002,19.4963,24.848,20.2915,19.1334,119.751,102.158,119.707,102.402,
14.8991,20.2567,19.1143,19.4771,19.8437,21.0631,19.2486,24.8038,20.4568,119.655,102.482,119.637,102.671,
20.2092,20.4393,19.2088,21.091,24.7621,19.4489,14.8651,19.075,19.7073,119.613,102.858,119.538,103.005,
14.8414,19.148,20.1392,19.4192,24.7044,21.1222,19.5929,20.3905,19.032,119.523,103.093,119.438,103.305,
20.3657,19.0059,14.805,24.6444,19.3802,19.0714,19.4616,20.0567,21.1468,119.406,103.41,119.337,103.581,
14.7732,20.0108,20.3202,19.3579,19.0121,19.3408,21.1604,18.9458,24.56,119.222,103.648,119.212,103.891,
19.3023,20.2705,24.5086,14.7252,19.9212,19.1993,18.8949,18.9198,21.1734,119.196,103.979,119.087,104.175,
19.8587,19.089,24.4337,18.8637,20.2117,21.1784,14.678,19.2386,18.8375,119.108,104.186,118.974,104.412,
18.8054,18.7959,24.3572,14.6413,18.9377,19.764,21.1799,20.1497,19.1836,118.955,104.462,118.831,104.691,
14.5994,19.6911,18.8016,24.2655,20.0928,18.694,18.7217,19.1265,21.1752,118.791,104.756,118.681,104.963,
21.1709,19.0822,20.0329,19.5899,18.6102,24.1631,14.5333,18.6155,18.6471,118.662,105.069,118.527,105.223,
24.0924,19.5081,18.5312,18.4964,14.4848,19.9536,19.002,21.1541,18.5751,118.573,105.237,118.364,105.48,
14.4385,21.1417,18.9446,23.9741,19.3924,18.5129,18.4142,19.871,18.2972,118.313,105.637,118.213,105.705,
18.4623,19.8239,18.2011,14.3798,18.874,18.3326,23.8638,21.115,19.2744,118.086,105.811,118.03,105.959,
18.246,14.32,23.7684,18.0186,18.7908,19.1827,21.0882,19.7094,18.337,118.037,105.967,117.836,106.213,
14.2533,18.1237,19.6361,18.2691,18.7005,23.6214,19.0521,17.7969,21.0496,117.735,106.272,117.645,106.447,
18.6291,21.0262,18.9596,23.5132,17.6525,18.1689,19.5232,14.161,17.97,117.645,106.586,117.444,106.678,
23.3996,17.8925,19.4438,18.5234,20.9786,18.8186,14.0941,18.0622,17.4382,117.443,106.846,117.256,106.881,
18.4494,20.9414,17.9896,19.3432,14.0312,17.7576,18.6942,17.2626,23.2147,117.053,107.037,117.012,107.13,
17.1307,19.2372,17.8769,13.9468,23.0923,20.8736,18.3034,17.6008,18.5267,116.882,107.22,116.774,107.356,
22.9704,13.8724,19.1116,20.821,18.4121,17.7401,16.8638,18.1857,17.4535,116.797,107.519,116.547,107.559,
17.6554,18.2948,20.7615,13.7795,18.9797,16.6757,17.334,18.0745,22.7568,116.353,107.642,116.311,107.757,
13.7086,18.8772,17.2229,18.132,16.4836,22.6256,17.9652,17.4959,20.6743,116.209,107.761,116.085,107.936,
17.1026,17.8843,18.7549,17.403,16.2924,20.617,13.5995,22.4611,17.955,115.922,108.061,115.845,108.114,
17.7668,20.5568,16.9374,13.5197,18.6075,17.2637,17.817,22.2888,16.0375,115.694,108.291,115.587,108.294,
13.4371,18.4893,16.7842,15.8754,17.1367,20.4571,22.1274,17.6398,17.5761,115.49,108.259,115.306,108.476,
17.0213,17.5242,18.3385,16.6163,20.3719,15.6333,13.3117,17.4572,21.9304,115.128,108.524,115.087,108.609,
21.8351,13.2469,20.3003,17.3647,18.2006,16.4633,15.4323,16.8579,17.3319,115.101,108.634,114.853,108.744,
17.2381,13.1582,16.7638,20.2134,17.2337,15.2458,21.6251,18.0507,16.2975,114.757,108.86,114.613,108.873,
13.0705,17.0708,17.9445,21.475,16.1663,20.1071,17.0807,15.0034,16.5778,114.598,108.913,114.294,109.031,
16.4773,21.2721,16.862,14.7955,12.9287,17.7423,16.9081,19.9744,15.9284,114.319,109.117,113.969,109.179,
16.3023,16.6671,14.5377,12.808,15.7799,16.7467,17.5484,19.8484,20.9643,113.702,109.122,113.658,109.307,
14.2928,17.4068,16.4445,16.5928,20.7887,16.0843,12.668,19.7296,15.5483,113.632,109.342,113.4,109.404,
12.5965,19.6542,17.2486,16.4501,14.0355,15.94,16.2416,15.3934,20.5658,113.185,109.478,113.139,109.495,
13.8581,15.2668,16.2972,17.0723,12.4634,20.3872,15.7683,19.4979,16.0274,112.943,109.518,112.815,109.596,
12.3666,15.0719,19.4017,15.6241,13.5527,15.8638,16.8741,20.1519,16.0875,112.684,109.566,112.562,109.666,
13.3829,15.7271,15.9866,20.0026,14.8841,19.2705,16.7173,15.4456,12.2213,112.551,109.606,112.307,109.73,
15.3501,19.1795,19.8205,12.1443,13.1239,15.8079,15.5003,16.5443,14.6658,112.298,109.873,112.004,109.797,
12.0301,14.5341,15.6517,15.3168,15.1304,19.5499,16.3642,18.9926,12.804,111.866,109.913,111.713,109.852,
12.6479,14.337,15.1194,16.2011,15.4585,14.9436,19.3117,11.868,18.8466,111.607,109.764,111.443,109.895,
18.7651,15.317,12.3906,14.9151,11.7685,16.0077,14.7673,19.0881,14.0895,111.329,110,111.167,109.932,
11.6769,14.6416,12.1567,14.724,13.9406,18.8964,15.1092,18.5814,15.8058,110.991,109.815,110.897,109.96,
11.9383,14.4672,11.5465,14.9613,15.6586,14.5047,18.4419,13.71,18.6287,110.627,109.901,110.582,109.983,
11.6712,15.4789,13.5529,14.2991,14.2464,11.3953,14.74,18.4059,18.2707,110.452,109.885,110.313,109.995,
13.3773,11.2978,18.1658,18.2245,14.5788,11.3674,14.0501,15.2374,14.0453,110.171,110.093,110.04,110,
18.0336,15.1058,13.9024,11.1499,13.1381,13.8742,11.1431,14.3623,17.9583,110.064,109.857,109.718,109.996,
17.854,10.8906,13.6617,17.7341,12.9149,11.0099,14.1724,13.6502,14.8168,109.616,109.915,109.45,109.985,
14.7021,17.5295,10.635,12.7187,17.6554,13.4058,13.4586,10.8609,13.9505,109.52,109.853,109.116,109.961,
10.3502,13.1996,14.429,10.7341,13.248,12.4378,13.7438,17.1477,17.4169,108.956,109.813,108.782,109.926,
10.0333,13.5673,10.5905,17.2688,16.8941,12.8785,12.177,12.9824,14.1082,108.601,109.8,108.457,109.88,
16.6781,13.3471,17.0861,13.9439,12.6404,11.9491,10.4158,12.7608,9.62469,108.488,109.997,108.157,109.829,
11.7658,12.6066,16.8879,16.3604,10.279,13.0766,13.6686,12.3519,9.33254,108.082,109.923,107.854,109.767,
13.5037,12.9008,16.6915,11.494,12.3558,10.1316,9.08791,16.0365,12.0984,107.687,109.875,107.596,109.707,
16.5337,12.1875,13.2736,12.6761,11.9127,8.83548,11.2403,9.98279,15.7577,107.338,109.776,107.295,109.627,
13.0549,11.0511,16.3,8.56177,9.85118,11.6291,11.8887,12.3624,15.4233,106.941,109.611,106.895,109.506,
9.67265,12.6947,15.1502,11.5984,8.13277,10.6504,11.2554,15.9542,12.0556,106.837,109.368,106.583,109.398,
9.51916,11.9036,11.0442,7.85441,11.3585,14.8306,10.3932,15.7496,12.3648,106.426,109.269,106.338,109.305,
14.6329,15.6111,9.36971,12.1936,11.6499,10.7642,10.1558,7.5176,11.0887,106.393,109.324,106.048,109.186,
11.4599,9.22506,15.3825,7.28795,14.2884,10.5029,11.9049,10.8732,9.88641,105.98,109.238,105.803,109.077,
10.3211,10.7198,9.71373,14.0285,6.99641,15.1445,11.6684,11.1539,9.0335,105.774,109.001,105.519,108.94,
10.0426,9.46924,14.9348,13.7166,10.4233,8.89694,10.905,6.62931,11.3633,105.387,108.837,105.225,108.786,
9.73966,11.1778,14.6942,13.4054,10.1652,8.73655,9.12029,6.30104,10.6073,105.23,108.711,104.938,108.624,
9.94262,14.4471,10.8769,8.86546,8.57571,10.3844,5.98701,9.33239,12.99,104.693,108.653,104.653,108.45,
10.6133,9.65362,8.42552,5.71539,14.1616,8.55623,9.06153,12.6983,10.0765,104.547,108.345,104.415,108.295,
10.3773,9.93242,8.29121,8.34247,13.9474,8.82424,5.40631,9.36357,12.4197,104.237,108.276,104.2,108.146,
13.769,5.19435,9.1663,8.56912,8.05782,10.0278,8.09964,9.58436,12.077,103.918,108.114,103.863,107.895,
4.80447,9.7551,7.74859,8.83219,7.9385,11.7791,9.29462,8.1626,13.3547,103.784,107.745,103.657,107.731,
4.52971,11.5473,7.49121,13.1748,9.06348,7.90927,7.78006,8.5234,9.38605,103.579,107.562,103.391,107.504,
9.20213,8.81585,4.15692,12.8884,7.62927,11.1503,8.25988,7.56886,7.09684,103.339,107.521,103.159,107.294,
10.9032,6.89837,12.6288,7.30864,3.78413,7.97358,8.80191,8.42642,7.42961,103.151,107.234,102.887,107.029,
7.32468,10.51,12.312,6.53443,6.94065,7.66719,8.47813,8.12872,3.38331,102.842,107.001,102.686,106.819,
12.1028,3.21123,10.2289,7.45524,6.27571,8.2392,7.90193,7.14855,6.63021,102.642,106.853,102.513,106.629,
7.25063,6.45693,9.94966,11.8237,7.03493,2.8873,5.98865,7.94555,7.62342,102.499,106.513,102.319,106.403,
9.70728,6.18337,7.75518,2.65661,6.90917,6.93225,11.5398,5.7124,7.3617,102.361,106.255,102.131,106.171,
5.53042,2.38995,5.86379,7.15784,7.43126,11.2851,6.75477,6.63516,9.29012,101.992,106.075,101.954,105.939,
9.12553,7.20116,2.12568,6.6467,11.045,5.54856,6.38123,6.83332,5.1251,101.99,105.927,101.763,105.671,
1.85946,4.92439,6.60353,8.75559,10.7374,6.48616,6.09118,5.18701,6.7837,101.694,105.551,101.613,105.446,
6.62661,4.99919,6.34616,8.48877,10.483,5.8512,1.58785,6.35335,4.56359,101.612,105.417,101.447,105.181,
4.70524,6.26506,6.06165,8.19872,4.33275,10.1889,1.39284,6.22774,5.53657,101.43,105.071,101.305,104.939,
5.83321,4.11,4.39826,9.94951,6.13106,7.91137,1.26093,5.28264,5.9242,101.212,104.815,101.154,104.664,
1.19692,4.10041,3.80167,7.65895,5.68002,5.46851,5.9993,9.6085,4.9836,101.161,104.525,101.017,104.395,
1.18523,5.25626,3.78353,3.49918,5.39252,4.75711,9.34423,7.33322,5.87698,100.992,104.299,100.888,104.121,
5.15118,9.12733,5.80263,1.27517,4.49644,3.44686,4.90296,3.16431,7.07465,100.799,104.087,100.783,103.878,
3.24645,4.87343,4.27534,4.6889,6.89463,1.42252,8.81,5.68916,2.89809,100.772,103.808,100.683,103.632,
8.62773,2.9606,4.44457,4.01317,1.5889,6.66454,4.53796,2.65032,5.59728,100.673,103.593,100.587,103.375,
8.3729,6.49905,1.76563,4.30622,5.52952,4.13354,2.6043,2.36611,3.67591,100.62,103.331,100.48,103.06,
3.89281,2.03934,2.13332,5.43719,2.31335,3.42693,3.93043,6.18367,7.93581,100.43,102.912,100.399,102.797,
7.77886,2.27617,1.8821,6.03362,3.68895,3.18095,5.35669,2.00951,3.5341,100.401,102.734,100.327,102.537,
2.99762,5.87563,3.35798,2.55468,7.45644,1.76398,1.57166,5.28504,3.34778,100.302,102.425,100.254,102.238,
2.79497,3.15816,5.68122,2.68284,1.49267,3.02715,1.2993,5.22358,7.11467,100.249,102.105,100.198,101.981,
5.54961,6.94454,2.45425,1.09619,2.78762,5.17727,1.21851,2.8137,3.15636,100.198,101.887,100.148,101.714,
2.23255,2.61884,5.40031,0.860704,5.1323,2.51241,3.39575,6.59528,0.952591,100.133,101.613,100.106,101.451,
0.684576,2.3114,3.60381,5.09512,6.36984,2.29956,0.762072,1.91417,5.25072,100.075,101.379,100.067,101.152,
6.13285,2.06242,0.611127,5.05945,0.493159,1.96139,3.97525,5.15238,1.62413,100.07,101.078,100.034,100.824,
1.72351,1.44695,5.76561,4.24791,1.68933,0.498855,0.554766,5.02497,5.07234,100.016,100.76,100.015,100.555,
5.04161,0.599885,5.01253,1.4399,0.645453,1.42326,4.5501,1.18658,5.4219,100.014,100.424,100.004,100.289,
0.788004,0.802095,5.00249,4.78858,1.17549,1.02034,1.15405,5.15958,5.00504,100.007,100.186,100,100.006,
5.01343,1.02319,1.03638,0.95304,5.00024,5.00159,0.877193,0.909121,4.87927,99.9994,99.9016,100.003,99.7468,
0.812138,0.759374,5.01448,5.00518,0.724748,4.64963,1.33033,1.33857,5.39072,100.005,99.616,100.014,99.4779,
5.04581,1.53284,4.4086,5.60417,5.01928,1.57241,0.574252,0.528684,0.820382,100.011,99.4016,100.035,99.1699,
5.11131,0.539327,4.10746,1.85287,0.464828,1.85587,0.91032,5.04716,5.98371,100.033,99.0224,100.064,98.8722,
2.09315,6.16223,1.03144,2.0978,3.79942,5.21774,5.07519,0.69327,0.580098,100.07,98.8289,100.096,98.6147,
0.673484,1.20621,5.10382,3.53455,0.867599,2.39129,6.51059,2.47554,5.35025,100.132,98.5023,100.147,98.2945,
6.73304,0.945246,2.64717,5.15568,5.46057,1.49372,3.19369,2.77053,1.18178,100.17,98.2509,100.196,98.0311,
5.1978,1.67434,2.97709,1.20861,7.05592,5.61122,1.41067,2.97124,2.89704,100.222,97.9197,100.256,97.7504,
3.15472,1.61888,1.45789,7.32318,5.26825,1.96739,3.3169,2.64357,5.80383,100.316,97.6679,100.322,97.482,
7.55132,3.52391,1.71241,2.43986,2.19883,1.93951,3.49318,5.34245,5.98026,100.387,97.4446,100.396,97.2138,
2.22836,7.83283,2.16855,2.44136,3.84889,2.01865,6.15984,3.78383,5.42385,100.406,97.1732,100.49,96.9092,
2.4616,5.47916,1.92542,2.28862,4.15917,2.74685,4.05844,6.39008,8.2338,100.538,96.7692,100.575,96.6583,
8.39119,1.72096,2.5307,2.76978,4.42704,6.5758,5.57989,3.01846,4.34025,100.585,96.5852,100.67,96.4025,
4.64289,8.6637,5.65124,4.54291,1.49312,6.80169,3.26549,2.86751,3.12893,100.729,96.3903,100.79,96.1042,
3.31316,8.96364,1.33393,4.83805,5.76486,5.02947,3.14857,7.08949,3.58387,100.823,96.081,100.911,95.8306,
3.35363,5.08973,9.26434,5.86364,1.21251,3.6843,3.8216,7.33712,5.36029,101,95.743,101.025,95.5891,
3.617,3.90929,1.18088,4.0406,5.59113,7.56781,5.4204,5.996,9.64133,101.068,95.37,101.192,95.2652,
7.81124,9.84548,3.98184,6.10332,4.30592,1.25388,4.40605,5.97906,5.77895,101.165,95.1696,101.337,95.004,
6.20286,6.17587,5.96437,4.63554,10.152,4.60541,1.39149,8.17399,4.3329,101.401,94.9804,101.468,94.7834,
6.41991,6.19656,8.37815,10.402,4.87508,1.56252,6.35515,4.59567,4.96456,101.45,94.748,101.642,94.5096,
8.63897,6.74308,5.14519,6.51539,4.83445,6.47432,10.7117,1.8055,5.23033,101.602,94.4474,101.789,94.2926,
6.99176,8.91268,6.5746,5.42609,5.10262,2.0182,5.46537,6.83077,11.0058,101.801,94.0912,101.98,94.027,
7.2938,5.7091,2.25744,6.72569,5.72813,7.09534,5.42984,11.2773,9.34138,102.135,93.9024,102.177,93.7716,
6.03407,5.9921,7.64621,5.69456,9.59531,2.6001,11.5507,6.90317,7.42991,102.195,93.6115,102.371,93.5351,
5.93064,6.33357,7.61578,7.01065,2.86482,6.30583,7.97598,9.92643,11.8375,102.472,93.3604,102.565,93.3129,
6.51479,8.19812,7.88634,10.1717,3.15592,7.16459,6.28305,12.0762,6.72794,102.652,93.2751,102.77,93.0918,
3.38721,7.27836,10.4602,6.94454,6.83542,8.19048,12.3257,6.5794,8.57796,102.859,92.9187,102.988,92.8703,
6.77051,7.21615,8.78272,3.74531,10.823,7.1466,7.47997,8.51665,12.641,103.051,92.6645,103.237,92.6338,
12.8083,8.71632,7.10688,7.60948,11.1355,9.13048,4.11945,7.61997,7.46363,103.264,92.6738,103.459,92.4356,
7.7345,7.63691,13.0792,7.38764,11.4327,9.02016,7.88649,9.42682,4.44367,103.553,92.4263,103.667,92.2612,
4.60211,13.2877,7.87825,7.89144,7.63781,9.64357,9.25984,11.7387,8.16245,103.819,92.2689,103.875,92.095,
8.00041,7.84647,8.34188,9.86557,8.14026,4.94163,13.5644,9.50597,12.025,104.054,92.011,104.094,91.9305,
5.14099,9.671,13.7441,10.1133,8.12722,8.63672,8.40348,12.288,8.19243,104.131,91.8865,104.332,91.7613,
10.3259,8.58576,12.4976,8.36436,5.4841,8.3095,9.9633,8.92137,14.039,104.36,91.5966,104.568,91.6042,
14.1679,8.59505,12.7843,8.44156,10.632,5.78914,8.8905,9.20003,10.2384,104.571,91.5479,104.824,91.444,
9.37286,6.02748,13.0739,10.4169,10.8877,8.60269,14.4798,9.16496,8.95015,104.798,91.4099,105.083,91.2922,
6.31693,13.3703,8.7388,10.6746,14.6868,9.17155,11.183,9.7575,9.44511,105.057,91.2586,105.379,91.1316,
9.95446,9.41663,14.9234,10.9534,9.66216,6.73004,8.93531,11.4883,13.7991,105.599,91.107,105.65,90.9958,
11.6597,10.2438,14.0057,7.02878,11.2274,9.09645,9.75884,15.2254,10.003,105.565,90.9392,106.012,90.8297,
10.1842,10.5908,7.3713,11.5042,14.4082,12.043,9.27993,10.0691,15.4906,106.077,90.6878,106.261,90.7254,
9.36941,10.2208,14.6338,10.8423,10.4397,11.7318,12.271,15.6681,7.70452,106.324,90.7561,106.503,90.6313,
10.4233,7.86491,14.879,10.6359,12.46,9.5313,11.9425,15.8508,11.1236,106.588,90.6001,106.747,90.5439,
12.0927,11.2804,10.8439,16.005,8.17129,12.6941,15.1878,9.67985,10.7378,106.82,90.592,107.009,90.4578,
16.1564,12.8704,12.3203,9.78642,11.0791,10.9261,15.4621,11.6029,8.51246,107.168,90.5575,107.335,90.3617,
15.6699,11.789,16.4033,12.5754,9.95236,11.3437,8.78227,11.2226,13.2147,107.393,90.29,107.614,90.2887,
10.066,12.7704,11.5431,11.4055,13.3967,16.6284,9.05898,16.0317,12.1244,107.843,90.3508,107.906,90.2217,
16.7789,11.6207,13.6125,13.024,12.3261,10.2507,16.3084,11.8449,9.39565,108.038,90.3314,108.234,90.1571,
12.546,10.3794,9.62334,13.2802,17.0471,13.9173,12.0884,16.6389,11.9859,108.397,90.1779,108.585,90.1007,
14.1198,9.93947,13.5145,16.8927,12.2052,12.3411,10.5954,17.2917,12.9629,108.737,90.1329,108.956,90.0546,
17.444,12.5537,17.1898,12.4631,10.7435,13.7948,13.1985,10.347,14.4657,109.074,90.0369,109.227,90.0299,
12.7346,17.4065,13.3637,12.6596,10.8646,17.6386,10.5758,14.6458,14.0029,109.224,89.9455,109.489,90.0131,
12.8287,17.7638,13.5706,12.953,17.6788,10.9989,10.8296,14.1865,14.864,109.65,89.9489,109.806,90.0019,
11.1075,17.9042,13.8158,13.179,11.0845,15.0515,17.9881,14.4019,13.1553,109.809,90.0385,110.124,90.0008,
13.2874,11.3274,14.5495,11.2708,18.1469,15.287,18.2505,14.1453,13.4827,110.214,90.0161,110.516,90.0133,
14.7807,18.3251,15.4949,11.4344,18.5104,11.7144,13.6836,13.6253,14.3947,110.638,90.1558,110.776,90.0302,
14.9457,14.5157,13.8222,15.6775,13.7783,18.73,11.9535,18.5029,11.5765,110.8,90.0279,111.035,90.0537,
12.1154,18.5979,13.9442,14.0068,15.1454,18.9422,15.8787,11.6844,14.7744,111.177,90.1131,111.299,90.0847,
14.1584,16.0182,11.7754,18.7528,12.4045,15.3324,14.9665,14.1913,19.2131,111.585,90.1231,111.639,90.1352,
18.8928,15.4918,12.6608,15.158,14.3732,16.2607,14.4278,11.9415,19.448,111.861,90.1705,111.908,90.1837,
12.866,14.5615,12.028,19.0428,15.6791,19.6261,15.3773,14.583,16.4601,112.074,90.0881,112.186,90.2419,
15.8168,19.163,16.5877,15.554,14.7729,13.1798,14.7714,12.1798,19.8998,112.489,90.3388,112.543,90.3289,
12.274,20.0648,14.9674,15.7832,14.9715,16.0564,13.4745,16.8453,19.3651,112.605,90.2636,112.83,90.4087,
13.6534,16.1924,20.2877,12.409,15.1608,19.4706,15.1741,16.0122,17.0221,112.932,90.3146,113.089,90.4889,
16.3249,15.2912,20.4701,15.3052,16.1584,17.1522,19.5916,12.5417,13.9915,113.107,90.7112,113.445,90.6123,
15.5089,19.7126,20.7419,17.3542,16.5635,14.2276,12.6719,15.5774,16.434,113.539,90.7642,113.717,90.7166,
14.3881,16.5446,17.4953,20.9348,19.8319,16.7097,15.7075,15.7375,12.7818,113.728,90.693,113.961,90.8181,
16.8133,15.8535,16.7277,14.6432,21.1351,15.8602,19.9474,12.8809,17.6936,114.095,90.7493,114.25,90.9483,
16.9707,14.8598,16.9116,16.013,16.0587,21.3443,20.0561,12.992,17.8549,114.39,90.8641,114.527,91.0832,
17.9427,17.0703,20.1378,21.5139,16.1759,13.0832,17.1552,16.2425,15.1586,114.57,91.2586,114.799,91.2266,
16.2967,15.3037,16.3751,17.2806,20.2451,18.1379,21.7377,13.2021,17.3117,114.99,91.2989,115.09,91.3922,
20.3255,16.5343,18.2647,17.4386,21.8989,15.5772,16.5049,13.2988,17.4515,115.101,91.4068,115.31,91.5265,
18.372,17.5632,22.0341,16.6125,20.4186,13.3764,17.5579,15.7922,16.7263,115.283,91.6886,115.569,91.6941,
16.7484,15.9536,17.7422,13.4664,20.5049,16.8626,18.5587,22.2623,17.706,115.687,91.6364,115.82,91.8682,
16.1473,18.6543,16.987,17.9041,20.583,17.809,22.4159,16.9347,13.5806,115.847,91.8599,116.065,92.0488,
20.6407,16.3585,22.542,18.7914,17.0446,17.1447,13.6558,18.0745,17.9397,116.059,92.0348,116.274,92.213,
16.5297,18.8947,17.1541,18.1827,17.2712,20.7227,13.7399,22.7298,18.0525,116.36,92.1364,116.526,92.4232,
22.8352,19.0212,16.7618,20.7818,18.1445,18.3456,17.3129,13.8272,17.435,116.479,92.5214,116.729,92.6024,
18.4371,13.8771,17.5211,22.9903,17.416,16.9653,19.1512,20.8459,18.2632,116.77,92.5933,116.945,92.8053,
17.5085,17.1105,17.6426,18.5858,13.9648,19.2503,18.3498,23.1501,20.8999,117.049,92.8131,117.135,92.9931,
17.7452,17.2793,23.2432,20.9341,17.6342,14.0363,18.7202,18.4437,19.3598,117.199,92.9607,117.322,93.1894,
18.7974,19.4185,17.4488,20.9753,18.5192,17.8823,14.1067,23.3957,17.7606,117.352,93.2555,117.526,93.4155,
18.9233,23.4868,17.8371,19.5276,18.6098,14.1734,18.0066,21.0262,17.69,117.536,93.6126,117.729,93.6546,
